LIMIT_BAL,PAY_1,PAY_2,PAY_3,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,dpnm
280000,-1,-1,-1,-1,-1,4356,12384,2664,867,0
130000,2,2,2,0,0,115978,12073,3400,0,0
160000,0,0,0,0,0,76445,4000,3000,1000,0
20000,2,2,7,7,6,2400,0,0,0,1
300000,0,0,0,0,-2,26575,1321,9160,1000,0
100000,0,0,0,0,0,93724,3800,4000,2500,0
130000,-1,-1,-1,-1,-1,780,0,11440,3752,0
500000,2,2,2,2,2,4957,0,0,0,1
200000,1,3,2,2,2,183994,5200,7000,0,1
360000,0,0,0,0,0,70701,10000,10005,10000,0
20000,1,-2,-2,-2,-2,0,0,0,0,1
400000,1,2,0,0,0,21092,0,1510,1010,0
200000,1,2,2,0,0,203385,5891,0,6100,0
30000,0,0,0,0,0,19282,1700,2617,5710,0
30000,-1,-1,-1,-1,-1,2450,4777,3770,4151,1
50000,1,2,0,-1,-1,44306,0,1200,1000,0
230000,-1,-1,-1,-1,-1,986,2295,2764,74,1
210000,1,-1,-1,-1,-1,0,799,0,0,1
50000,2,2,4,4,4,150,0,0,0,1
170000,0,0,0,0,0,143737,6247,6375,4468,0
230000,-1,-1,-1,0,-1,815,815,815,1630,0
230000,0,0,0,0,0,161083,7800,7684,5600,0
350000,0,0,0,0,0,352032,13068,14412,12947,0
170000,-1,-1,2,-1,-1,248,1416,0,2304,0
150000,2,2,2,2,2,137723,7000,5200,5300,0
90000,-1,-1,0,0,0,1767,17684,3000,5000,0
320000,-2,-2,-2,-2,-1,-347,0,0,0,0
120000,0,0,0,0,0,92000,2000,2000,2000,0
20000,2,0,0,0,0,12864,1500,1500,1000,0
280000,2,-1,-1,-2,-1,280,6859,486,0,0
90000,0,0,0,0,-2,81553,2000,1396,1050,0
450000,0,0,-2,-2,-2,25244,0,0,0,0
270000,0,0,0,0,0,144376,6000,2000,1000,0
80000,0,0,0,0,0,74228,3500,2000,1400,0
230000,0,0,0,0,0,166988,8000,7500,6500,0
50000,-1,-1,2,2,2,416,832,0,3285,1
250000,0,-1,-1,0,-1,205323,10021,5033,19619,1
220000,-1,-1,-1,-1,-1,26340,31533,20600,24288,0
30000,0,0,0,0,0,26460,2000,1400,1300,0
120000,2,2,0,0,0,125406,4400,4436,4370,1
100000,0,0,0,0,0,22320,1227,1150,1600,0
150000,3,3,2,2,2,147260,8100,5202,5300,1
670000,0,0,0,0,0,88612,5000,10000,4500,0
200000,-1,-1,-1,-1,-1,8065,49362,5679,8855,0
70000,0,0,0,0,0,71392,3200,3400,2900,0
50000,1,2,2,2,0,15910,0,1700,1002,0
80000,2,2,0,0,0,74037,390,4000,2671,1
10000,2,2,3,3,3,1050,0,0,0,1
140000,0,0,2,2,2,124375,11000,6000,5700,1
30000,0,0,0,0,0,17444,2276,2328,1435,0
200000,0,0,0,0,0,99483,4841,4300,3300,1
90000,0,0,2,2,2,26928,3600,1100,1630,1
130000,1,2,2,0,0,112434,0,12700,0,0
160000,-1,-1,-1,0,-1,8036,7663,768,10488,0
150000,-2,-2,-2,-2,-2,42218,4828,0,0,0
150000,-2,-2,-2,-2,-2,1198,12003,5000,16864,0
20000,-1,-1,-1,0,0,3302,0,679,0,0
80000,-1,-1,-1,-1,-1,666,666,1332,0,1
460000,0,0,0,-1,-2,120430,6000,0,6261,0
60000,1,-1,0,-1,0,749,60295,3000,3020,1
50000,0,0,0,0,0,49695,2200,2100,2000,1
200000,0,0,0,0,0,188096,8000,6700,5000,1
60000,0,0,0,0,0,59533,3300,1900,1100,0
200000,-1,0,0,0,0,58008,20000,20000,10000,0
230000,0,0,0,0,0,218094,12000,9100,4600,0
50000,0,0,0,0,0,25809,2000,20000,700,0
60000,0,0,0,0,0,56793,2342,3057,700,0
180000,-1,-1,-1,-1,-1,1473,1473,390,390,1
50000,0,0,0,0,0,50732,2000,2106,1600,0
150000,1,-2,-2,-2,-2,0,0,0,0,0
140000,-1,-1,-1,-1,-1,326,501,1251,0,1
120000,1,2,2,2,2,114127,7000,1500,9975,1
200000,0,0,0,0,0,193162,7294,5443,6000,0
500000,1,-2,-1,0,0,0,0,399,35129,0
120000,2,2,0,2,2,117922,0,4400,9000,1
500000,-2,-2,-2,2,-1,17155,0,0,1116,0
50000,0,0,0,0,0,47333,1193,1206,451,0
30000,0,0,0,-1,-1,17261,5000,8180,2200,0
240000,-2,-2,-2,-2,-2,2007,21817,1120,13434,0
170000,1,-2,-2,-2,-2,0,0,0,0,0
80000,1,1,-2,-2,-2,74384,5000,0,0,0
360000,-1,-1,-1,-1,0,2273,1175,0,0,0
50000,2,0,0,2,2,20632,1700,2600,0,1
70000,2,0,0,0,0,76062,3000,3500,5450,1
250000,2,2,2,0,2,128413,5300,0,3100,1
150000,1,2,2,2,2,80762,0,3700,0,1
100000,-2,-2,-2,-1,-2,390,780,0,944,0
360000,-2,-2,-2,-2,-2,0,0,0,0,0
30000,-2,-2,-2,-2,-2,6911,10523,4790,4736,0
490000,-1,-1,-1,0,-1,115,109,1381,230,1
180000,2,2,2,0,0,178854,2600,5022,5000,1
420000,-1,-1,-1,-1,-1,0,0,0,11511,0
20000,2,0,0,-2,-2,16339,5000,0,0,1
480000,0,0,0,0,0,69046,2548,2602,2618,0
350000,1,-2,-2,-1,-1,21872,137308,164395,49,0
360000,1,-2,-2,-2,-2,0,0,0,0,1
240000,-2,-2,-2,-2,-2,3293,9079,2804,3958,0
280000,-1,-1,-1,-1,-1,29989,168,1206,300,1
150000,0,0,0,0,0,32891,5000,1650,2000,0
320000,0,0,0,0,0,29668,1353,1224,739,0
20000,-1,-1,2,0,-1,631,1800,0,0,1
50000,0,0,0,0,2,45260,2075,1787,1729,1
280000,0,0,0,0,0,275487,8879,4743,1640,0
450000,-2,-2,-2,-2,-2,2542,2557,1273,1109,0
260000,0,0,0,0,0,235073,30000,10087,6030,0
500000,0,0,0,0,0,87161,3248,5140,3510,0
470000,0,0,0,0,0,393780,15107,13111,10000,0
150000,0,0,-1,0,-2,15952,20039,1860,0,0
100000,0,0,2,2,2,91983,11000,3700,0,0
100000,1,2,2,2,2,24796,3000,0,8000,0
220000,-1,-1,0,0,0,3553,15696,5000,5000,0
300000,1,2,0,0,0,34085,0,1380,753,0
230000,-2,-2,-2,-1,-1,0,0,196,533,0
300000,1,-2,-1,-1,-1,-3928,1720,344467,6822,1
50000,0,0,0,0,-1,79681,3200,2581,1200,0
170000,-2,-2,-2,-2,-2,1521,0,0,0,0
460000,-1,-1,-1,-1,-1,5383,40134,0,650,1
30000,1,2,2,2,2,24022,1396,0,1967,1
30000,-1,-1,-1,2,2,165,165,165,323,1
20000,0,0,0,0,0,21431,1386,1189,570,1
220000,-1,-1,-1,-1,0,380,380,380,380,0
70000,0,0,0,0,0,69926,4000,3000,1341,0
330000,2,2,0,0,0,131096,0,4725,4752,0
370000,1,-2,-2,-2,-2,0,0,0,0,1
230000,-2,-1,-1,-1,-1,23855,18309,1741,33188,0
50000,0,0,0,0,-1,40281,1173,1157,411,0
360000,0,0,0,0,0,281600,14128,11208,6554,1
390000,0,0,0,0,0,324452,13106,10111,10005,0
360000,0,0,0,0,0,429169,16629,9519,9367,0
30000,0,0,2,0,0,10011,3000,901,0,1
500000,1,-2,-2,-1,0,2907,9,0,0,0
120000,0,0,0,0,0,67876,3120,3300,10000,0
360000,-2,-2,-2,-2,-2,0,0,0,0,1
20000,0,0,0,0,0,19961,1500,2579,1437,0
50000,0,-1,-1,-1,-1,5994,1478,4419,0,0
230000,1,-1,-1,-1,-2,0,1988,19878,25681,0
160000,1,-2,-2,-2,-2,0,0,0,0,0
110000,2,2,0,2,2,114430,0,6000,8200,1
50000,2,2,2,2,0,32233,0,3041,0,0
30000,2,2,2,0,0,22323,4000,9,1000,1
50000,0,0,0,0,-1,57570,2460,1140,226,1
240000,-2,-2,-1,-2,-1,-3,0,1133,3525,0
90000,0,0,0,0,0,83683,4000,3000,1700,0
150000,-1,-1,-1,-1,0,598,3188,33850,4625,1
100000,3,3,2,0,0,61089,0,2525,0,1
70000,2,2,2,0,0,26410,5190,42,3000,1
430000,-2,-2,-2,-2,-2,263,1764,4120,535,1
150000,0,-1,-1,0,0,64378,14127,140951,10000,0
50000,0,0,-1,0,0,53540,1066,50045,992,0
200000,-2,-2,-2,-2,-2,-18,0,0,0,1
150000,0,0,0,0,0,19946,2000,1500,1500,0
50000,0,0,0,0,0,5832,30074,1800,1000,0
300000,0,0,-1,-1,-1,16772,934,38500,29700,0
50000,0,0,0,0,0,45578,3016,5003,3000,0
30000,1,-2,-2,-2,-2,0,0,0,0,1
380000,1,-1,-1,-1,-1,0,767,4090,9476,0
70000,1,2,2,0,0,69794,3000,0,3000,0
360000,0,0,-1,0,0,19390,7113,12163,3787,0
50000,0,0,0,0,0,41993,1942,1725,1000,0
20000,1,2,2,0,-1,11730,1712,0,3041,0
80000,0,0,0,0,0,80088,4791,2418,2118,0
30000,0,0,2,0,0,12855,3690,1000,0,0
50000,0,0,0,0,0,51682,3960,7232,11000,0
30000,0,0,0,0,0,26411,1898,2632,1000,0
260000,-1,-1,-1,-1,-1,10448,1211,6818,1180,1
210000,-1,-1,-1,-2,-1,44100,0,28428,0,0
200000,0,0,0,0,0,7523,3000,1000,0,0
50000,-1,0,0,0,0,5433,1117,1098,231,1
490000,0,0,0,0,0,108157,4056,3993,3831,0
170000,-1,-1,-1,-1,-1,3479,570,0,1546,0
500000,-1,0,0,0,0,15732,3000,3000,2000,0
220000,2,0,0,0,0,157646,5800,5759,5938,0
150000,0,0,0,0,0,141330,8000,8000,5000,0
50000,2,2,2,2,2,44654,2000,1700,0,0
50000,0,0,0,0,0,46436,2300,2000,1000,0
100000,0,0,0,0,0,91857,3572,2600,5600,0
310000,0,0,0,0,0,28598,8820,1576,1000,0
510000,0,0,0,0,0,62382,5000,70000,3500,0
200000,1,2,2,2,-1,11201,980,0,563,0
50000,0,0,2,0,0,7978,3887,0,453,0
300000,1,3,2,0,-1,10361,0,3,0,0
450000,1,-2,-2,-2,-2,0,0,0,0,0
30000,-1,-1,-1,-1,-1,3902,1950,2390,0,0
60000,-1,-1,-1,-1,2,836,836,390,150,0
140000,2,0,0,0,0,25621,1600,1500,1000,1
50000,0,0,0,0,0,36211,1709,2004,7497,0
90000,0,0,0,0,2,86493,4200,4000,3200,0
190000,0,0,2,0,2,138628,21440,0,5600,0
150000,0,0,0,0,0,147331,6740,6850,5664,0
390000,-1,-1,-1,0,-1,19081,1170,6512,14122,0
30000,0,0,0,0,0,28923,1586,1365,1663,0
240000,2,0,0,0,0,184427,7001,6180,6000,1
260000,-1,-1,-2,-1,-1,470,0,0,550,1
30000,0,0,0,0,-2,10198,18808,1200,263,0
500000,0,0,0,0,0,58076,2001,6620,6015,0
60000,2,2,2,0,0,41387,1685,0,1655,0
200000,0,0,0,0,0,144933,7000,4000,4000,0
80000,0,0,0,0,0,70664,2036,1500,1201,0
100000,1,-2,-2,-2,-2,-4,0,0,0,0
380000,-1,-1,-1,-2,-1,4377,0,3888,0,0
210000,0,0,0,0,0,32903,1600,1846,1209,1
10000,0,0,0,0,0,8257,2000,1100,600,1
500000,0,0,0,0,0,91718,4000,5000,4000,0
240000,2,0,0,-2,-2,118402,5598,4000,0,1
270000,0,0,0,0,0,227479,7000,7000,7000,0
50000,0,0,0,0,0,21006,4788,1532,1002,0
120000,0,0,0,2,2,84171,3438,4000,12242,0
280000,0,0,0,0,-1,281663,80019,5000,439,0
260000,0,0,0,0,0,126418,6000,5200,5000,0
360000,-1,-1,-1,-1,-1,7975,4062,1914,4877,0
210000,1,-1,-1,-1,-1,0,795,588,1488,0
390000,0,-1,0,0,0,9918,16008,100000,5000,0
40000,0,0,2,2,0,34871,3700,0,3000,0
10000,0,0,0,0,0,6691,1142,1286,500,0
120000,-2,-2,-2,-2,-2,0,999,0,0,1
200000,-1,-1,-1,0,-1,1435,1270,4000,0,0
80000,-1,-1,-1,-1,-1,1480,3832,898,425,0
60000,0,0,0,2,0,12193,2000,2000,2000,0
130000,2,2,2,0,0,50033,3500,2000,0,1
100000,0,0,0,0,-1,17848,1775,1407,328,0
20000,-1,2,2,0,0,3213,1300,0,1000,0
460000,0,0,0,0,0,45358,2613,7021,10019,0
80000,1,2,0,0,-2,82212,7,1200,1408,0
80000,0,0,0,0,0,74487,7576,3000,1800,0
240000,0,0,0,0,0,209848,10000,9000,7000,0
200000,0,0,0,0,0,97584,3600,2500,3000,0
230000,-2,-2,-2,-2,-2,200,840,0,3458,0
260000,2,-1,-1,-1,-1,827,827,827,827,0
90000,0,0,0,0,0,88758,3900,3487,1629,0
320000,0,0,0,0,0,324693,11650,12500,11900,0
280000,0,0,0,0,-1,231181,1610,1910,1133,0
120000,1,2,0,2,2,87376,0,3200,6800,1
400000,1,-2,-1,0,-1,140,140,12527,253,0
50000,0,0,0,0,0,25043,1775,1815,695,0
10000,2,2,7,7,6,2400,0,0,0,1
70000,0,0,0,0,0,69900,2506,1925,1000,0
210000,0,0,0,0,2,65600,2300,3000,3000,0
140000,-1,-1,-1,0,0,1007,3685,4214,76,0
290000,-1,-1,-1,-2,-2,929,1732,0,0,0
30000,0,0,0,0,-1,28292,3000,1431,483,0
110000,1,2,0,0,2,58679,1210,2056,1200,1
20000,0,0,2,2,0,9777,2000,1000,1000,0
220000,0,0,0,0,0,136556,5100,5163,5196,0
180000,-1,-1,-2,-1,-1,682,0,0,1012,0
30000,4,3,2,0,-2,25899,0,600,800,1
50000,1,-2,-2,-2,-2,0,0,0,0,0
150000,0,0,-2,-2,-2,38675,0,0,0,0
150000,0,0,0,0,0,30697,10000,10000,10000,0
140000,1,3,2,2,0,84014,3300,0,6500,0
80000,0,0,0,0,0,79518,2264,1420,1002,0
200000,0,0,0,0,0,105775,3493,2536,1065,0
400000,-1,-1,-1,-1,-1,4482,0,1913,850,0
130000,2,2,0,0,0,135805,75,3369,3423,0
50000,0,0,0,0,0,38604,1575,1757,1047,0
190000,0,0,0,0,0,86713,3359,13487,1414,1
470000,0,0,0,0,0,17243,1243,1300,600,1
280000,-1,-1,0,2,-1,2326,4917,2453,2254,0
460000,-1,-1,-1,-1,-1,18738,16447,20373,10018,0
340000,0,0,0,0,0,169246,6000,4500,5000,0
110000,0,0,0,0,0,103550,6000,6000,4000,0
440000,-1,0,0,0,0,25154,10011,5052,3163,0
90000,-2,-2,-2,-2,-2,3440,6140,5812,13955,0
70000,-2,-2,-2,-1,0,63912,2400,2000,1000,0
30000,1,2,2,2,2,7134,1000,1800,500,0
120000,0,0,0,-2,-2,3903,1300,1000,0,0
300000,-1,-1,-1,0,-1,12752,9314,27187,13981,0
60000,0,0,0,0,0,16313,5000,3000,2000,0
180000,-1,-1,-1,0,-1,100,100,109,3626,1
30000,1,2,2,0,0,17775,1500,3433,0,1
360000,-1,-1,-1,-1,-1,15798,16713,15766,38944,0
150000,-2,-2,-2,-2,-2,15472,14877,19608,13280,0
70000,0,0,0,0,0,20335,2000,1500,3000,0
150000,0,0,0,0,0,61951,15000,1200,0,0
440000,-2,-2,-2,-2,-1,0,0,0,0,0
500000,1,-1,-1,-1,-1,-5,43533,104406,71776,0
260000,1,2,0,0,0,263943,0,7700,6000,1
360000,1,-2,-2,-2,-2,0,0,0,0,0
140000,0,0,0,0,0,132880,6400,7000,5000,0
10000,0,0,2,0,0,4216,2500,0,227,1
200000,-2,-2,-2,-2,-2,2580,0,3554,1855,0
210000,0,0,0,0,0,128595,4606,6815,1800,0
20000,2,0,0,0,2,13747,1500,1600,580,1
240000,-1,-1,-1,-1,-1,4221,2188,2701,2427,0
30000,5,4,3,3,2,26551,0,0,2113,1
450000,-2,-2,-2,-2,-2,10972,15008,1200,5255,0
60000,-1,-1,0,0,-1,24496,20391,1200,3658,0
100000,0,0,0,0,0,58335,2801,2300,1613,0
500000,-1,-1,-1,-1,-1,12939,28954,41027,36073,0
50000,-1,-1,0,0,0,636,4600,1500,2000,0
80000,-1,-1,-1,-1,-1,997,40297,6597,3465,0
20000,2,2,2,0,0,5743,2000,900,0,1
500000,0,0,0,0,0,141323,5000,5015,5000,0
140000,0,0,0,0,0,71066,2042,1958,1501,0
500000,0,0,0,0,0,455042,12564,10000,6476,0
50000,2,0,0,0,0,43247,3000,1300,642,1
170000,0,0,0,0,0,170359,11700,3600,3500,1
220000,0,0,0,0,2,136838,10000,10000,10000,0
70000,2,2,2,3,2,63963,3000,2600,6000,1
360000,0,0,0,0,0,122193,5004,4031,3082,0
430000,0,0,-1,0,0,34785,0,18518,5,0
20000,2,2,-1,2,0,20155,0,600,20900,0
200000,-1,0,-1,0,-1,784,1188,2581,1013,0
200000,-1,-1,-1,0,-1,1992,8290,9427,2240,0
80000,0,0,0,0,0,78401,3562,3112,2076,0
130000,2,0,0,0,0,77578,4000,3500,5000,0
150000,-1,-1,-1,-1,-1,6338,8470,1682,7898,0
150000,2,2,2,2,0,17790,1000,1000,2000,1
190000,2,2,2,0,0,4686,1000,1000,1000,1
450000,1,-2,-2,-2,-2,0,0,0,0,1
80000,-1,-1,-1,-1,0,390,390,390,390,0
260000,-1,3,2,2,0,82274,0,0,17000,0
80000,2,2,2,2,2,62423,3000,2500,2600,1
500000,1,-2,-2,-2,-2,0,0,0,0,0
260000,-1,-1,-1,-1,-1,76,826,0,1703,0
260000,2,0,0,0,0,94114,5000,6000,5000,1
50000,2,4,3,0,0,24947,249,0,0,0
360000,1,-1,-1,-2,-2,-8,867,0,7,0
170000,-2,-2,-2,-2,-2,-200,0,0,200,0
120000,1,-2,-1,-1,-1,0,0,369,55,0
50000,0,-1,0,0,0,5195,15387,1500,2000,0
50000,-1,2,-1,2,2,465,0,760,600,1
310000,0,0,-1,-1,2,29662,1536,4510,2652,0
50000,0,0,0,0,0,17541,1762,1144,66,0
140000,0,0,0,0,0,121508,5000,4000,3000,0
100000,2,0,0,0,2,73073,3500,3003,1910,1
20000,1,2,0,0,0,19844,0,1302,685,0
120000,0,0,0,0,0,11379,1200,1500,0,1
30000,0,0,0,0,0,28170,4946,2000,1220,0
20000,0,0,2,0,0,20184,2950,2,687,1
160000,1,-1,-1,-2,-1,0,1519,0,0,1
180000,1,-2,-1,0,0,-1279,0,4444,214,0
40000,0,0,0,2,2,20936,3000,4000,0,0
80000,0,0,0,-2,-2,49005,2141,2150,0,0
120000,3,3,2,-2,-2,113722,0,0,0,0
20000,-1,-1,-1,-2,-2,2480,179,1669,0,1
20000,0,0,2,0,0,18271,2967,0,0,0
100000,4,5,4,2,0,101762,3504,0,0,1
500000,1,-2,-2,-1,2,0,0,0,0,0
80000,0,0,0,0,0,78293,3161,4000,3000,0
150000,-2,-2,-2,-1,-1,9682,399,399,0,0
30000,0,0,0,-1,-1,27594,2595,1200,1020,0
120000,1,2,2,-1,-1,650,300,0,500,1
70000,2,2,2,0,2,25773,3600,0,1030,1
150000,0,0,0,0,0,141346,10000,7000,4000,0
210000,1,-2,-2,0,0,0,0,0,6622,0
80000,1,2,0,0,0,82891,0,3299,2699,0
90000,0,0,0,0,0,86294,4400,4111,2100,0
20000,0,0,0,0,0,17807,1298,1909,1666,0
240000,1,-1,0,0,0,0,18000,2000,2000,0
50000,2,2,0,2,2,30117,1370,2210,2190,1
250000,0,0,0,0,0,273927,21700,11710,6030,0
280000,1,-2,-2,-1,-1,0,0,0,0,0
10000,0,0,0,0,-2,8286,1400,1000,0,0
150000,-1,0,0,0,0,46006,2000,3000,40009,0
330000,1,-2,-2,-1,-1,0,0,0,3155,0
240000,-1,-1,-1,-1,0,5354,4790,900,6849,1
130000,0,0,-2,-1,-1,42063,0,0,0,0
450000,0,0,0,0,0,16259,6000,4000,6000,0
50000,-1,-1,-1,2,2,526,526,526,1913,1
70000,0,0,0,0,0,68083,3012,5000,2000,0
80000,0,0,0,0,0,33490,5000,1318,1200,0
50000,-1,-1,-1,-1,-1,236,4324,1861,0,0
30000,2,0,0,0,0,29742,1406,1366,1000,1
50000,0,0,0,0,0,48025,2122,1815,1184,0
70000,0,0,0,0,0,68540,3000,3000,2000,0
50000,0,0,0,0,0,14720,1265,1278,611,1
100000,0,0,0,0,2,53423,1958,1953,1500,1
200000,0,0,0,0,0,39723,1353,4000,1267,0
180000,1,-2,-2,-2,-2,3999,2183,5828,0,0
240000,-1,-1,-1,-1,-1,6916,2106,9951,3633,1
90000,2,2,2,0,0,35077,3407,56,603,0
50000,0,0,0,0,0,16926,1400,1312,684,0
80000,0,0,0,0,0,74658,2500,2000,2000,0
210000,-2,-1,-1,-2,-2,0,981,2148,0,0
350000,0,0,0,0,0,349125,12005,10095,8389,0
160000,0,0,0,0,0,131895,5336,4900,2807,1
70000,0,0,0,0,0,66874,2423,4136,1024,1
140000,1,-1,-1,-2,-2,0,840,0,0,0
80000,0,0,0,0,0,52690,2022,1711,1584,0
110000,2,2,0,2,2,110109,0,5200,7700,1
50000,0,0,-1,0,-2,17355,1000,24677,0,0
30000,0,0,2,0,0,27429,2403,1200,588,0
30000,0,0,2,0,0,28392,3500,0,0,0
200000,0,0,0,0,2,80012,2972,2952,3107,1
290000,0,0,0,0,0,133789,6300,6000,5000,0
220000,0,0,0,0,0,29549,2000,3000,800,0
180000,0,0,0,0,-1,9853,10732,22119,17012,0
500000,0,0,0,0,0,74223,3338,3022,2502,0
210000,-1,-1,-2,-2,-2,7128,3623,4315,3713,0
100000,3,2,2,0,0,100016,0,8440,0,1
100000,0,0,0,0,0,8002,2000,2000,1000,0
130000,2,2,0,0,0,138910,0,18259,3456,1
10000,0,0,0,0,0,9042,1305,1000,200,1
50000,-1,-1,-1,-1,0,780,0,390,390,0
240000,0,0,0,0,0,191748,7000,4883,4753,0
20000,0,0,0,-2,-2,12237,1000,0,0,0
20000,-1,-1,-1,-1,-1,1925,500,0,0,0
150000,3,2,2,-1,-2,99,0,0,1980,0
230000,-1,-1,2,2,0,3872,2000,397,2720,0
50000,-1,0,0,0,0,49713,2000,2000,1000,0
300000,0,0,0,-1,-1,10911,12042,6191,10892,0
110000,-1,-1,-1,-1,2,316,316,632,150,0
230000,-2,-2,-2,-2,-2,4533,0,510,0,0
50000,1,-1,0,0,0,0,10228,40000,993,0
70000,0,0,0,0,0,66915,3167,2521,2400,0
360000,-2,-2,-2,-2,-2,0,0,7365,0,0
110000,0,0,0,0,0,108159,5400,5400,4100,0
120000,0,0,0,0,-1,116183,5078,2657,978,0
200000,-1,-1,-1,-2,-1,15127,1896,3712,379,1
260000,-1,-1,-1,-1,-2,9507,4405,0,2776,0
290000,-1,-1,-1,-1,-1,15485,12369,4690,7160,0
20000,0,0,0,0,0,17503,1273,1392,2000,0
50000,0,0,0,0,0,46687,1896,1829,1924,1
50000,0,0,0,0,0,33713,5012,3000,3548,0
60000,0,0,0,0,-1,3517,1000,10341,0,0
330000,-1,-1,-1,0,0,7401,4567,6443,24353,0
60000,0,0,0,2,0,58844,2000,4300,1000,0
180000,0,0,0,0,0,134733,9148,4030,4211,0
80000,1,2,2,2,2,53541,2600,2100,2000,0
450000,1,-1,0,-2,-1,0,1042,3057,0,0
150000,-2,-2,-2,-2,-2,5253,0,0,0,0
280000,1,-2,-1,0,-1,0,0,11905,200,0
180000,0,0,0,2,0,67011,4000,4000,7501,0
380000,-1,-1,0,-1,-1,1630,65757,1628,196,0
150000,-2,-2,-2,-2,-2,390,390,390,390,0
280000,-1,-1,-1,-2,-2,886,0,930,0,0
160000,-1,-1,-1,-1,-1,18958,24000,8000,13780,0
120000,0,0,0,0,0,118277,6513,3740,3215,0
330000,0,0,0,0,0,261974,15000,10008,10000,0
210000,1,-2,-2,-2,-2,0,0,0,0,0
200000,1,-1,-1,-1,-1,-36,7239,5395,4503,0
340000,0,0,0,0,0,281544,11000,11031,8000,0
200000,-1,-1,-1,-1,-2,959,452,0,606,0
160000,0,0,2,-2,-2,4763,3009,0,1373,0
500000,-1,-1,-1,-1,-1,77461,68781,58436,9536,0
50000,0,0,0,0,0,28287,1485,1472,1217,0
170000,-1,0,0,0,0,32192,1608,2301,2379,0
260000,1,2,0,0,0,234922,6,6918,5295,0
360000,1,-2,-2,-2,-2,0,0,0,0,1
400000,0,0,0,-1,2,41057,1300,1001,138307,0
380000,-1,0,0,0,0,91806,10000,10000,10000,0
50000,0,0,2,0,-1,7334,2500,0,1596,1
130000,-1,-1,-1,-1,-1,390,390,390,390,0
110000,1,-1,0,0,0,-1256,68500,3114,4016,0
50000,1,-2,-2,-2,-2,0,0,0,0,0
190000,0,0,0,0,0,155260,7416,6900,5100,0
170000,-1,-1,-1,-1,-1,2741,1848,0,0,1
210000,0,0,0,-2,-2,179248,3151,2000,0,0
50000,0,0,0,2,2,46277,2500,2300,2500,0
20000,2,0,0,0,0,14064,3000,1006,144,1
80000,0,0,0,0,-2,33319,1700,1720,1002,1
500000,-1,0,0,-2,-2,4417,5467,5026,0,0
250000,1,2,0,0,0,59878,0,2150,2116,1
50000,0,0,0,0,0,6808,1318,19776,1096,0
300000,0,0,0,2,2,181387,8000,14500,0,0
30000,2,2,3,2,2,27975,2700,1500,0,1
50000,2,2,0,0,-1,61220,9,2061,0,0
180000,-2,-2,-2,-2,-2,-117,2690,0,0,0
50000,0,0,0,0,-2,9014,3000,3000,4000,0
50000,0,0,0,0,0,6066,1200,1200,500,0
190000,0,0,2,0,0,184276,15000,6000,6000,0
200000,-2,-2,-2,0,0,940,174,1689,1581,0
140000,0,0,0,2,0,141057,7200,19000,10400,0
10000,0,0,2,0,2,6817,2588,0,318,1
180000,0,0,0,0,0,88545,3279,3343,3366,0
170000,-1,-1,-1,-2,-2,14460,738,0,0,0
50000,1,-2,-2,-2,-1,0,0,0,0,0
200000,-1,-1,-1,-1,-1,9249,9363,11119,9473,0
170000,-1,-1,-1,-1,-1,1085,326,326,326,1
50000,1,2,0,0,2,5893,0,1200,1200,0
230000,-1,-1,-2,0,-1,2360,0,0,4135,0
500000,0,0,0,-2,-1,21368,4066,5004,28,0
50000,2,2,3,3,3,1050,0,0,0,1
80000,0,0,0,0,0,32562,1482,1011,8,0
200000,-1,-1,-1,-1,-1,780,0,780,387,0
360000,1,-2,-2,-2,-2,0,0,0,0,1
140000,-1,2,-1,0,-1,780,0,390,780,0
290000,1,2,0,0,0,292907,0,14000,9000,1
50000,0,0,0,0,0,48027,3000,1600,2004,1
10000,0,0,0,0,0,3213,1000,0,1660,0
80000,2,-1,-1,0,0,1195,700,1074,35000,0
20000,0,0,0,0,0,18535,5109,1600,2400,1
150000,-2,-2,-2,-2,-2,120,0,0,0,0
230000,0,0,2,0,-2,9092,3500,700,0,1
60000,0,0,0,0,0,60491,2560,1593,1348,1
360000,-1,-1,-1,0,-1,724,125,418,190,0
100000,0,0,0,0,0,46202,1784,1803,1763,0
30000,0,0,0,0,0,23467,1409,1500,942,0
330000,0,0,0,0,-1,155285,10000,10000,2000,0
20000,-1,2,-1,0,-1,632,0,948,0,0
80000,1,2,2,2,2,42053,0,3500,0,0
90000,0,0,0,0,0,40145,2000,2000,1502,1
20000,0,0,0,0,0,16740,1600,1600,1000,0
230000,1,-2,-2,-2,-2,0,0,0,0,1
160000,-1,2,-1,-2,-1,3498,0,678,0,0
200000,-1,-1,-1,-1,-1,2500,0,5448,632,0
20000,0,-1,0,-1,-2,1955,2535,1205,3274,0
170000,0,0,0,0,0,51207,5000,2000,3000,0
180000,0,0,0,0,0,3679,1105,1000,2011,0
50000,0,0,0,0,0,98492,2477,2409,769,0
360000,-1,-1,-1,0,-1,16540,1160,10646,51571,0
230000,-1,-1,-1,-1,-1,875,1000,0,0,0
80000,0,0,2,2,2,75709,6800,0,6000,1
60000,2,2,2,2,2,61432,0,4770,2250,1
150000,-1,-1,-1,-1,-1,420,0,1672,453,0
