LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT3,BILL_AMT5,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,dpnm
100000,2,2,2,28,0,0,0,0,0,0,101557,97664,70183,5000,4000,2700,2500,2800,2600,0
320000,2,1,1,33,1,-2,-2,-1,-1,-1,0,0,1479,0,0,1248,1479,0,0,0
500000,2,2,1,44,0,0,0,0,0,0,38034,38458,40043,1632,1639,1403,1452,1475,1117,0
20000,2,3,1,41,0,0,0,0,0,2,16208,18255,19715,1300,1600,813,1700,0,831,0
10000,1,2,1,59,0,0,0,0,0,0,6827,8704,9063,1290,1145,318,329,406,186,0
310000,1,3,1,43,-1,-1,-1,0,-1,-1,4323,10453,600,650,10453,202,1098,1788,200,0
200000,2,1,2,37,-1,-1,-1,-1,0,-1,11211,11846,8035,12329,11846,25924,161,8521,5538,0
180000,1,3,2,29,-2,-2,-2,-2,-2,-1,4358,2611,5127,3169,2618,8736,5142,8766,15040,0
50000,1,2,1,32,0,0,0,0,0,0,37293,26265,13250,1634,1420,391,300,500,0,0
150000,2,2,2,41,-1,-1,-1,0,-1,-1,2371,1995,4926,40824,2340,0,4970,5527,903,0
500000,2,1,1,45,0,0,0,0,0,0,93669,76452,50466,10147,5331,10000,30000,12000,10000,0
230000,1,2,2,31,0,0,0,0,0,0,14529,18968,27151,5500,3000,4000,8000,4000,5000,1
20000,1,2,2,38,0,0,0,0,0,0,19845,17658,13529,1694,1368,547,504,347,6000,0
190000,2,2,2,28,0,0,0,0,0,0,43072,41016,40676,3768,3500,2500,4000,3000,3000,0
20000,2,2,2,24,0,0,0,0,0,0,19043,18091,19478,1500,1408,5000,1000,2000,5000,0
170000,1,3,1,51,0,0,0,0,0,0,55396,55594,45347,8000,6000,1709,1645,1653,1725,0
210000,2,2,2,43,0,0,0,0,0,0,180962,159975,112371,6601,5085,4087,4220,27704,73000,0
100000,1,2,1,44,2,2,2,2,3,2,59586,61749,63816,2800,2500,5000,0,2400,2400,1
260000,2,2,1,42,0,0,0,0,0,2,50060,49512,33296,5000,2655,800,15000,0,10000,0
200000,2,2,2,25,0,0,0,0,0,0,22371,28630,30733,2569,4500,1800,2000,9000,5000,0
90000,1,2,3,40,0,0,0,0,-1,-1,106947,25286,3786,1965,5064,5007,3788,390,390,1
470000,2,1,1,35,0,0,0,0,0,0,270005,248080,217802,9500,9000,8086,14700,7000,9000,0
270000,2,1,2,27,-1,0,0,0,0,2,153201,115733,55264,5933,9851,4214,4300,0,1000,0
100000,1,1,1,49,0,0,0,2,2,2,63977,69258,71938,2500,6100,0,5500,3000,0,1
200000,2,1,2,40,1,-2,-2,-1,-1,-1,-433,-433,17363,0,0,9000,17363,0,0,0
70000,2,2,1,43,0,0,0,0,0,0,38173,39493,40314,1957,1700,1408,1448,1456,1475,0
200000,2,1,1,40,-1,-1,-1,-1,-1,-1,16204,18041,2270,7870,18090,4288,2270,467,18,0
50000,2,2,1,31,0,0,0,0,0,0,52754,25953,19931,3000,5000,3000,3002,3007,7000,0
90000,2,2,1,24,0,0,0,0,0,0,28329,29564,29700,1800,1774,920,1102,4014,0,0
50000,2,2,1,30,0,0,0,0,0,0,48139,50558,24423,2299,2493,856,887,1043,922,0
240000,2,1,1,37,-1,-1,-2,-2,-2,-2,317,0,0,0,0,0,0,0,0,0
140000,1,1,2,35,-1,-1,-1,-1,-1,-1,325,4233,325,537,4233,857,325,325,954,0
120000,1,1,1,52,2,2,2,2,3,2,112593,115258,118928,3300,6000,7800,1500,4800,0,0
460000,1,2,1,61,1,-1,-1,-1,-1,-1,0,0,1018,8602,0,880,1018,99,1922,0
170000,2,2,1,25,0,-1,0,0,-1,-1,1906,3406,495,4000,2703,0,495,6616,495,0
500000,2,1,1,39,0,0,0,0,0,-1,39823,52210,28926,30006,23016,566,22323,11931,10683,0
50000,1,2,1,51,0,0,0,0,0,0,31281,20497,18474,2556,1582,811,700,2318,1101,0
210000,2,1,2,26,1,-1,2,0,0,-2,-12,488,-260,500,0,0,0,0,0,0
50000,1,1,2,24,0,0,0,0,0,2,42509,44530,46538,2041,2006,1632,7177,1701,0,0
200000,2,2,1,42,-1,-1,-1,-1,-1,-1,326,586,485,645,586,600,485,0,0,0
20000,2,1,2,26,-1,-1,-1,-1,-1,0,11030,20985,37345,5331,20985,6932,37845,2000,11200,0
80000,2,2,1,53,1,2,2,2,0,0,9715,11254,12096,0,2000,0,1500,2000,0,0
430000,1,2,1,32,1,-1,-1,-2,-2,-2,0,0,0,2500,0,0,0,0,0,1
350000,2,1,2,44,3,2,2,2,2,2,314607,327193,340791,14000,12000,13000,13000,13000,12200,1
50000,2,2,1,34,-1,-1,-1,-1,-1,-1,2738,3595,6483,8199,3622,900,6483,0,0,0
210000,2,3,1,55,0,0,0,0,0,0,217016,204377,144521,8049,9000,6000,5500,5816,5500,1
20000,1,2,2,51,-1,-1,-2,-1,-1,-2,780,-1500,0,0,0,2280,0,0,0,0
160000,2,2,2,29,0,0,-1,-1,-1,-1,36134,421,2876,21000,421,421,2876,1949,8090,1
50000,2,3,1,46,2,0,0,2,2,0,25706,25376,21691,1434,2456,784,0,778,573,1
50000,2,1,2,24,0,0,0,0,0,0,49982,48321,30380,1963,1739,1033,1058,1041,1007,0
30000,1,3,2,31,3,2,0,0,0,2,30588,21165,22938,0,1646,762,2000,0,647,1
100000,1,1,2,29,2,2,2,2,2,0,48186,47837,50417,1800,0,4321,0,2400,0,1
360000,1,2,2,28,0,0,0,0,0,0,35564,10633,7364,2086,3017,144,147,0,763,0
310000,2,2,1,34,0,0,-1,-1,-1,-1,4153,5565,4922,1002,5565,4050,4922,15362,12000,0
50000,2,2,3,30,2,2,0,0,0,0,40087,34519,33273,0,1466,1282,1293,1257,3013,0
120000,2,2,1,37,0,0,0,2,0,0,12006,14795,14762,1171,1942,0,626,478,495,0
30000,2,2,2,29,1,2,0,0,0,2,16493,16557,18121,0,1275,575,1539,700,0,1
200000,2,2,2,30,0,0,0,0,0,0,193300,176720,162097,6860,5870,5009,5543,6037,5002,0
20000,1,3,2,37,0,0,0,-1,-1,-2,19716,16551,0,1547,1350,1700,0,0,0,0
50000,2,2,2,23,0,0,0,2,0,0,47020,47231,20584,2139,2500,6,2000,2000,2000,1
70000,2,1,2,25,0,0,0,0,0,0,8272,11106,10323,2000,1163,500,376,1000,800,0
290000,2,1,2,32,1,-2,-1,0,-1,-1,0,3786,2881,0,3786,0,2881,2430,0,0
90000,2,1,2,30,2,2,3,3,3,3,750,750,2450,0,0,0,2000,0,0,0
150000,1,2,1,37,2,2,2,2,2,2,106628,86686,67612,7400,0,4800,1800,0,2100,1
90000,1,2,2,38,0,0,0,0,0,0,112212,48950,18810,5170,21287,1353,1000,1000,607,0
80000,1,1,1,40,0,0,2,2,2,2,28054,31594,34513,3600,1200,0,4246,1200,1500,1
100000,1,1,2,32,1,2,2,0,0,0,95794,94110,68136,4000,0,2000,2000,3000,0,0
200000,2,2,1,41,-2,-2,-2,-1,0,0,-780,909,2008,0,1692,2004,4,54,0,0
140000,2,2,2,31,3,3,2,2,2,2,124716,128479,132540,5800,5000,5000,4900,5000,5000,1
110000,2,2,2,45,-1,-1,-1,0,0,0,836,85924,33193,9376,85924,1167,1197,1180,1163,0
50000,2,3,3,43,0,0,0,0,0,0,31199,24727,27043,12009,2111,11000,1000,6000,6001,0
60000,2,2,1,42,0,0,0,0,0,0,61759,38994,40142,2600,2000,2000,1614,1590,2000,0
130000,1,1,1,40,0,0,0,0,0,-2,25375,25327,0,1500,1852,1300,0,0,0,0
320000,2,2,1,43,0,0,0,0,0,0,181048,188596,195813,8500,7000,6800,7000,6965,7500,0
120000,2,3,1,42,-1,-1,-1,0,-1,0,2207,4531,4015,263,4531,0,4015,0,1007,0
450000,2,2,2,35,1,2,0,0,0,0,347994,365723,374405,0,90000,14011,14029,14052,14000,0
200000,2,2,1,36,-1,0,0,0,0,0,136286,184792,195156,50000,7000,15000,7500,7500,10000,1
20000,1,1,2,31,1,3,2,0,0,-2,16170,14020,0,0,5,1925,0,0,0,1
410000,2,2,1,29,-2,-2,-2,-1,-1,0,6764,6764,149153,6500,6764,3542,161064,5072,4891,0
210000,2,1,1,40,0,0,0,0,0,0,206803,152365,146163,7876,5400,6000,6000,6000,10000,0
210000,2,1,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
130000,1,3,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
170000,2,1,2,27,-2,-2,-2,-2,-1,2,6504,0,910,1046,0,0,910,0,532,1
190000,2,2,1,55,0,0,0,0,0,0,104344,104047,90264,6003,5009,5750,3500,3500,3200,0
230000,2,1,2,28,0,0,0,0,0,0,95956,85336,82462,4231,4061,2846,2800,2909,2601,1
120000,2,2,2,29,0,0,0,0,0,0,114538,115941,117359,6000,5500,4160,4120,4250,4380,0
50000,2,2,2,23,0,0,2,0,0,0,17313,19399,20465,3000,0,709,1000,750,1000,1
220000,2,2,2,41,0,0,0,0,0,0,32016,23115,7438,2004,2009,5004,1000,1000,3000,1
320000,2,1,2,32,2,0,0,0,0,0,313383,317847,312070,12937,13036,10072,9600,11056,9964,0
160000,2,2,1,27,0,0,0,-2,-2,-2,75652,-183,-218,1020,0,0,0,0,0,1
20000,2,2,2,23,0,0,0,0,2,0,4561,8353,14871,2000,2000,5000,2000,1000,2000,0
460000,2,1,2,34,1,-2,-2,-2,-2,-2,-258,-258,703,0,0,1467,703,990,3200,0
490000,1,1,1,38,1,-2,-2,-1,0,0,380,380,19656,380,380,15240,5000,5000,7396,0
130000,2,2,1,47,0,0,0,0,0,0,85317,88760,36977,3813,4013,1274,1878,3116,0,0
170000,1,2,2,41,0,0,0,0,0,0,162500,66038,69834,4781,3000,3000,3000,3000,3000,0
150000,2,2,2,24,0,0,0,0,0,0,108924,108748,108951,4000,5500,4000,4100,4300,4000,0
180000,2,1,2,33,-2,-2,-2,-2,-2,-2,1246,471,248,1845,471,471,248,335,200,0
50000,1,3,2,35,0,0,0,-1,-1,-1,41646,31473,1473,4000,5300,1473,1473,3873,390,0
240000,2,4,1,44,0,0,0,0,0,0,47315,34347,32957,3000,3500,9700,4000,6300,3000,0
390000,2,1,2,37,-1,-1,-1,-1,-1,-1,20666,10000,10000,20666,10000,20666,10000,10000,10500,0
50000,1,3,2,47,0,0,0,0,0,0,48593,15433,10527,1278,1469,463,381,383,398,0
310000,1,1,1,43,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
100000,2,1,2,28,1,-1,-1,-2,-2,-2,290,977,0,1534,977,0,0,0,0,0
260000,2,1,2,36,-1,-1,-2,-2,-2,-1,2992,0,0,0,0,0,0,150,310,0
30000,2,2,2,28,0,0,0,0,2,2,28347,29588,25637,2000,2000,2200,0,1800,0,0
310000,1,2,2,27,-2,-2,-2,-2,-2,-1,68928,61756,59964,43894,61816,39022,10041,15080,46146,0
270000,1,1,2,40,0,0,0,0,0,0,193444,199443,162262,15000,7000,10000,25000,15000,15000,0
250000,2,1,1,30,-1,-1,-1,2,-1,-1,1923,2533,56694,900,4500,0,57000,5000,0,1
130000,2,2,1,31,0,0,0,0,0,0,32215,34859,32827,2000,2000,2000,1000,2000,7131,0
220000,1,1,1,35,0,0,0,0,0,0,21960,25463,34552,2000,4000,3000,7000,11000,3000,0
60000,2,2,2,48,0,0,0,0,0,0,86550,77423,22552,3000,3000,3000,5000,3000,3000,0
120000,1,1,2,29,-2,-2,-2,-2,-2,-2,119324,120584,0,5025,4023,3300,0,0,68010,0
30000,2,2,1,35,-1,-1,2,0,0,0,11359,26745,25300,27657,0,1000,0,0,0,0
130000,2,1,2,30,2,2,2,2,2,0,124651,129669,128857,7100,5000,5000,0,4928,4574,1
100000,2,2,1,35,-1,-1,-1,0,0,-1,29048,4069,20233,0,4069,33000,20000,22227,20000,0
200000,2,1,2,26,0,-1,-1,-1,-1,-2,1290,0,0,599,0,253,0,0,0,0
260000,2,2,1,47,0,0,0,0,0,0,164137,171932,180719,10000,10000,9000,10000,7000,6000,0
390000,1,1,1,45,2,2,0,0,0,0,185204,131386,115183,0,6000,3500,5000,4500,3000,1
340000,2,1,2,42,0,0,0,-1,-1,-1,308023,206832,1352,27245,9184,1682,1352,1520,1442,0
140000,2,2,2,24,-2,-2,-2,-2,-2,-2,137037,124714,73344,5053,3615,2573,2858,8000,2000,1
220000,2,2,2,39,0,0,0,0,0,0,142186,140391,140303,7000,7000,5006,6000,6312,6000,0
20000,1,2,1,31,-1,-1,-1,-1,-1,-1,1572,999,1000,1386,1003,2640,1000,0,0,0
500000,1,2,2,40,-1,-1,-1,-1,0,-1,33179,48017,40018,99159,48276,49450,201,54379,9905,0
210000,2,2,1,33,0,0,0,0,0,-1,8770,22610,5933,6000,15042,5000,0,4164,816,1
340000,2,2,2,39,0,0,0,0,0,0,308286,318616,248766,13775,10631,8900,9200,9525,8600,0
130000,1,2,1,44,2,0,0,0,0,2,16357,19992,23964,1500,3000,3000,2000,0,1500,1
200000,2,2,2,34,0,0,0,0,0,0,189279,60278,55731,10000,5023,5000,5000,50000,4000,0
150000,1,1,1,35,0,0,0,0,0,0,160292,129725,54447,6100,5100,4200,1900,1600,1500,1
50000,2,3,2,22,0,0,0,0,0,0,36926,52148,32096,20007,3014,1309,5009,2008,4622,0
60000,2,1,2,25,2,2,2,2,4,3,38050,38223,42009,2000,0,6000,0,0,1400,1
60000,1,1,2,27,-1,-1,-1,-1,0,-1,1386,1586,1188,5273,30000,11776,0,1061,1239,0
150000,2,3,1,29,0,0,0,0,0,0,118025,123087,127431,4278,4500,3700,3716,3768,4000,0
180000,1,1,1,38,2,2,2,2,2,2,47276,50186,52178,3000,2000,2000,2000,2000,2100,1
50000,1,2,2,22,0,0,0,0,0,0,55100,47080,13674,2372,2149,1203,2000,1716,628,0
10000,2,3,1,48,0,0,0,0,0,0,7863,8162,2278,1172,1000,186,0,0,0,0
100000,2,2,2,24,0,0,0,0,0,0,94056,97464,80533,3730,3033,2676,2796,2806,2379,0
30000,2,2,2,21,-2,-2,-2,-2,-2,-2,0,3260,1551,780,3260,4311,1551,0,0,0
50000,1,3,1,51,0,0,0,0,0,0,48550,46716,30060,2000,1400,984,1013,1006,939,0
30000,1,2,1,39,0,0,0,0,2,0,19643,21867,23766,1700,1800,3100,0,565,98,1
100000,2,2,2,30,2,2,2,2,2,2,96638,99983,103300,4300,4000,3100,4500,0,3845,1
100000,1,2,2,35,2,2,2,0,0,2,24524,26580,28810,3500,0,1000,2400,780,2400,0
290000,1,2,1,37,-2,-2,-2,-2,-2,-2,199911,208769,211829,8001,8001,8037,10074,5010,179228,0
140000,2,2,1,42,0,-1,-1,0,0,0,3726,1646,5764,2846,1646,4500,3000,3000,1838,0
240000,2,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
380000,1,1,2,27,-1,2,-1,-1,-1,-1,2501,966,1121,0,966,1500,1121,1362,1472,0
230000,2,3,1,54,-1,-1,-1,-1,-1,-1,1227,1854,1950,784,1854,396,1950,1099,2040,0
40000,2,1,2,24,0,0,0,0,0,0,28140,39717,35224,5000,8017,7000,4000,5000,5000,1
210000,2,1,1,34,0,0,0,0,0,0,74261,76062,76971,3500,3300,3000,3000,3000,3000,0
150000,2,2,1,37,0,0,0,0,0,-2,144744,116541,0,4610,2336,2290,0,0,0,0
70000,2,3,1,27,2,2,2,2,2,2,27241,29628,33218,3628,0,3218,1532,0,2257,1
80000,2,2,2,24,0,0,0,-2,-2,-2,9591,0,0,1000,0,0,0,0,0,0
50000,1,2,2,30,0,0,0,0,0,0,49259,83908,16494,2500,3320,2000,1000,3000,1000,0
300000,2,2,2,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
180000,2,2,2,30,0,0,0,0,0,0,63182,55112,57577,2166,2002,2200,2242,2100,2330,0
150000,2,1,2,35,-2,-2,-2,-2,-2,-2,9164,7715,7301,14021,7723,8295,7301,4388,1600,0
60000,1,1,2,24,0,0,0,0,0,0,20873,22691,26587,2000,1246,720,4780,1700,4000,0
100000,2,2,2,37,0,0,0,0,0,0,177961,15697,9306,3082,2022,1000,1000,500,300,1
90000,2,2,1,26,2,0,0,0,0,0,89947,88433,87814,5000,4300,3500,3500,3700,3100,0
20000,1,2,1,43,0,0,0,0,0,0,14102,16116,16781,1300,1500,588,610,611,788,0
320000,2,1,2,32,-2,-2,-2,-2,-2,-2,-1,-1,0,0,0,0,1,400,6083,1
90000,2,3,1,68,-2,-2,-2,-2,-1,-1,2000,1000,1052,0,1000,1000,1052,71062,3000,0
500000,1,2,2,36,1,-2,-1,0,0,0,226,121867,114293,9125,126768,3468,4050,15099,5015,0
210000,1,1,1,37,-1,-1,-1,-1,-1,-1,3094,1188,546,565,1188,2667,546,578,2769,0
30000,1,2,2,29,2,0,0,-2,-2,-2,28603,0,0,1000,0,0,0,0,0,1
20000,1,2,1,51,0,0,-2,-2,-2,-2,10400,0,0,0,0,0,0,0,0,1
50000,2,1,2,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
360000,2,3,1,39,-1,-1,-1,-1,-1,-2,4964,2011,0,177,2011,1116,0,0,0,0
80000,2,3,1,28,0,0,0,0,0,-2,36847,35017,0,2000,2000,2000,0,0,0,0
150000,1,1,1,47,-1,-1,-1,-1,-1,-1,4003,3190,389,2891,3205,390,390,390,376,0
20000,1,2,1,36,2,2,2,2,2,2,25274,23073,21143,1700,0,1653,0,1940,0,0
150000,2,3,1,55,-2,-2,-2,-2,-2,-2,1194,2154,2512,2101,2160,3046,2519,3625,0,0
340000,1,3,1,29,0,0,0,0,0,0,332123,324322,317349,14000,12000,12000,12000,12000,12000,0
500000,1,2,1,61,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
100000,2,3,1,33,0,0,2,0,0,2,32526,36260,39355,5396,0,1285,2916,1368,0,0
160000,1,2,1,62,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
300000,2,1,1,42,-1,-1,-1,-1,-1,-1,400,14583,2996,0,14583,2513,2996,370,1986,0
240000,1,1,2,34,0,-1,2,-1,0,0,18825,2880,10036,12880,0,13267,2000,15000,0,0
60000,2,2,1,30,2,0,0,0,0,0,60558,60167,59198,3500,3000,1000,2000,2000,1000,1
20000,2,2,2,21,0,0,0,-2,-2,-2,13717,0,0,1005,0,0,0,0,0,0
80000,2,2,1,25,-1,2,2,0,0,0,1374,2182,3053,1170,0,220,1000,282,0,0
20000,1,2,1,47,-1,-1,-1,-2,-2,-2,390,0,0,780,0,0,0,0,0,0
240000,2,1,1,35,-1,-1,0,-1,0,-1,5770,4578,5619,10420,1150,5928,3619,13227,7764,0
20000,1,2,2,25,1,2,2,2,2,0,19242,19707,20450,1700,0,1800,0,1000,900,0
290000,1,2,1,33,0,0,0,0,0,0,190547,154966,130861,7158,5816,5000,5000,5000,4000,0
120000,2,1,2,33,0,0,0,0,0,0,53087,55308,57753,2572,2009,2020,2256,3500,1739,0
100000,2,2,2,33,0,0,0,0,0,0,61089,59110,84659,30010,10047,20000,17000,5000,10000,0
20000,1,2,1,42,0,0,0,0,0,0,18317,19399,14938,1500,1400,1009,307,1200,0,0
60000,2,2,1,49,1,2,2,2,0,0,17013,18841,18946,2000,1000,0,1000,2000,0,1
150000,2,2,2,26,0,0,0,0,0,2,10693,19902,26184,3000,7000,3500,3500,0,3500,1
500000,1,1,1,57,-1,-1,-1,-1,-1,-1,4560,0,37511,600,0,51697,37511,1685,414,0
120000,2,2,2,24,0,0,0,0,0,-1,34670,27065,11884,2033,1200,0,0,3107,8542,1
80000,2,2,1,35,-1,-1,-1,-1,-1,0,7961,1806,14107,20004,1806,0,20000,0,6955,0
100000,2,3,1,39,0,0,0,0,0,0,39667,41718,42243,1649,1663,1471,1360,1212,4472,0
20000,1,1,1,53,0,0,0,0,0,0,13605,15640,16130,1249,1260,570,436,1150,1000,0
200000,2,2,1,33,0,0,0,0,0,0,23762,26988,22131,4000,2000,600,3000,4000,100,0
80000,1,1,1,39,0,0,0,2,0,0,61708,68835,36589,5000,5169,21,3000,4000,57,0
80000,1,1,2,33,0,0,0,0,0,2,75985,70203,75781,12036,10010,3000,9400,0,8000,0
150000,1,1,2,26,0,0,0,2,0,0,29712,31732,33624,3200,6300,0,10000,2000,2000,0
50000,1,2,1,50,0,0,0,0,0,0,47721,50280,18290,2037,2324,1000,1000,1165,1596,0
370000,2,1,2,28,-1,-1,-1,-1,-1,-1,577,-4247,5562,63895,0,8694,5562,0,3500,0
130000,2,2,2,25,0,0,0,0,3,2,107594,112064,127980,4023,4030,20000,0,4500,0,1
450000,2,1,1,41,-1,0,0,2,-1,-1,2663,3246,1623,2146,1623,0,1623,1694,2795,0
200000,2,2,1,44,-1,2,-1,-1,0,0,500,61807,14978,0,61807,7849,10000,35000,10000,0
130000,1,1,2,30,0,0,2,0,0,0,90864,100455,35826,16000,0,1500,1395,1500,1511,0
230000,2,4,2,23,0,0,0,0,0,0,55197,53470,135386,2712,1551,95022,3015,3003,153001,0
90000,2,1,2,29,0,0,0,0,0,0,9124,12044,8251,10000,10016,25000,8000,26000,12000,0
30000,1,3,1,53,-1,-1,-1,-1,-1,-1,263,5242,10417,14849,5250,19711,10417,9979,5108,0
180000,1,2,1,43,-1,0,0,0,0,0,4425,6363,3723,1200,1000,1000,1000,500,1000,1
140000,1,1,2,32,-1,-1,2,2,2,-1,9556,5413,5215,3000,0,5000,0,8671,7000,0
380000,1,1,1,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
30000,2,2,1,56,2,2,2,2,3,2,26008,27648,28544,1800,1300,2400,0,1200,2500,1
80000,2,3,1,46,2,0,0,0,0,2,77490,79650,81438,5000,4000,4003,13000,3515,0,1
60000,2,3,1,47,0,0,0,0,0,0,59098,17708,9284,1392,1000,203,186,347,17971,1
290000,2,1,2,32,-2,-2,-2,-2,-1,0,0,8809,7241,5743,5000,0,7241,5000,5000,0
160000,2,2,1,26,-1,-1,-1,-1,-1,-1,1319,399,590,3941,399,690,590,0,1926,1
20000,1,1,2,28,0,0,0,0,0,0,7032,14065,11106,12500,3000,4000,2000,2000,5000,0
80000,2,3,1,65,0,0,0,0,0,0,80260,80299,81617,3750,3520,3069,3271,3262,3237,0
360000,2,1,1,34,-2,-1,-1,-1,0,0,4259,846,14998,1376,852,14998,0,683,4902,0
30000,2,1,2,44,1,2,0,-1,0,0,39347,34822,16467,1200,1000,18000,1000,1500,1000,0
140000,2,2,1,37,-1,-1,-1,-1,-1,-1,330,330,330,330,330,330,330,947,2389,0
150000,1,1,2,33,0,0,0,0,0,0,78038,52807,32061,5000,10116,5000,6000,3000,7000,0
130000,1,1,1,45,0,0,0,0,0,0,58180,61156,63832,2886,2908,2129,2354,2366,2291,0
410000,1,1,1,34,-1,0,0,0,0,-1,109256,5063,14585,15000,4867,803,14436,5396,875,1
70000,2,1,2,28,0,0,0,0,0,0,48910,51238,53747,2050,2100,2000,2000,2100,1500,1
30000,2,1,2,24,0,0,0,0,0,0,27181,27594,28723,2000,1500,1000,1000,1000,1000,0
50000,2,2,1,37,-1,-1,-1,-1,-2,-1,7465,1323,-177,2790,1323,156,2,2583,1581,0
180000,1,2,1,45,0,0,0,0,0,0,119109,121661,119536,6000,6000,5000,4200,3862,3887,0
30000,2,2,2,36,-1,-1,-1,0,0,-1,390,780,0,390,780,0,0,780,0,0
20000,1,1,2,38,0,0,0,0,2,0,16787,18706,19632,1700,1400,1684,0,1000,850,0
30000,1,2,2,24,0,0,-2,-1,-1,-2,12800,0,-40,0,0,90,0,0,10400,0
20000,2,2,2,53,0,0,0,0,0,0,8847,11227,11381,1500,1500,400,416,1002,0,0
280000,1,1,2,27,-1,-1,0,0,0,-1,6564,21064,578,1334,21003,428,12,35152,892,0
50000,2,2,1,28,0,0,0,0,0,0,14262,17744,23089,2000,2000,2000,4000,2000,2000,1
360000,1,1,1,34,1,-2,-2,-2,-1,-1,-130,-130,25619,0,0,0,25749,0,0,1
190000,2,3,1,41,2,0,0,2,0,0,185738,100526,94804,7762,7700,0,3545,3386,3575,1
180000,2,1,1,36,-2,-2,-2,-2,-2,-2,2846,4629,5827,2092,4631,3007,5827,1200,1030,0
60000,2,1,2,24,0,0,0,0,0,0,48890,34358,35770,2000,1800,1500,1500,1600,1500,0
320000,2,2,1,47,-1,-1,2,-1,2,-1,10159,15591,28424,38075,0,39424,0,25120,35375,0
10000,1,3,2,33,-1,-1,-1,-1,-1,-1,1655,390,540,1473,390,390,540,150,3780,1
200000,2,2,1,52,-1,-1,2,-1,-1,2,316,316,782,632,0,782,316,0,632,1
50000,1,2,2,24,0,0,0,0,0,0,9923,5625,5092,1200,2065,1000,2070,2000,10327,0
180000,2,1,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
20000,1,2,2,24,2,2,2,2,4,3,15586,16090,19759,1609,0,5148,0,0,0,1
300000,2,2,1,28,2,0,0,0,0,0,296665,263571,226555,11500,9000,8000,7000,7500,6006,0
90000,2,1,2,28,-1,-1,-2,-2,-2,-2,350,0,0,0,0,0,0,0,0,1
160000,2,2,2,23,-1,2,0,0,0,-1,116212,68311,37261,0,2483,900,20000,4267,24659,1
20000,1,2,2,39,0,0,0,0,0,0,14154,16191,16858,1258,1270,591,612,615,637,0
150000,2,2,2,28,-1,-1,-1,-1,-1,-1,8200,7500,7080,2500,7500,11478,7080,1651,43600,0
50000,1,3,2,26,1,2,3,2,0,0,48560,50597,18344,4570,0,0,2000,2000,341,0
60000,1,3,3,43,0,0,0,0,0,0,70367,63553,55689,2415,3000,2125,2007,3000,1758,0
210000,2,1,1,54,0,0,0,0,0,-1,16355,18077,7049,3000,2000,3000,150,2026,1026,0
150000,1,2,2,27,0,0,0,0,0,0,134492,89238,97028,6000,7000,2200,48500,3600,3500,0
60000,2,2,2,24,0,0,0,0,0,0,58143,50135,11896,3044,1123,7553,474,3586,305,1
210000,2,2,1,35,0,0,-1,-1,-1,0,25806,1666,300,1035,1666,1010,300,0,4817,0
210000,1,2,2,28,-2,-2,-2,-2,-2,-2,198724,0,0,4500,0,0,0,0,0,0
360000,2,3,1,31,-1,-1,-1,-1,-1,-1,28835,10705,6410,14596,10705,3400,6410,5479,4120,0
10000,1,1,2,25,0,0,2,3,2,0,6005,9389,8837,3000,800,0,0,500,500,0
140000,2,1,2,32,0,0,0,0,2,2,142043,137909,137275,7000,0,5000,9100,3400,0,0
100000,2,1,2,33,1,2,0,0,0,0,55066,54720,56976,0,2000,1998,2068,2079,2155,0
50000,1,2,2,23,-1,-1,-1,0,0,-1,836,1616,390,836,1616,0,0,540,390,1
360000,2,3,2,42,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
360000,1,2,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
30000,2,2,2,27,0,0,0,0,0,-2,11228,5240,0,1104,1400,0,0,0,0,0
20000,1,2,2,36,2,2,2,0,0,0,10360,13307,15054,3467,486,545,1639,1700,1504,0
260000,2,1,1,42,0,-1,-1,0,-1,-1,8606,12996,15104,3856,13000,0,15104,16764,9118,0
100000,2,1,2,38,2,2,2,2,2,2,37160,40298,41529,3500,1500,1500,1500,2000,1500,1
340000,2,2,2,39,-2,-2,-1,-1,0,0,56412,84050,140040,10034,50024,100108,4933,10114,2014,0
50000,2,1,2,31,1,2,0,0,2,2,1129,3186,3328,0,3000,3341,0,30000,0,1
