LIMIT_BAL,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_1_2,PAY_1_3,PAY_2_2,PAY_3_2,PAY_4_2,PAY_5_2,dpnm
50000,45614,2450,2100,0,0,0,0,0,0,1
20000,1650,0,0,1,0,1,0,0,0,1
100000,71978,3500,2800,1,0,0,0,0,0,0
80000,80002,3500,3500,0,0,0,0,0,0,0
40000,780,0,390,1,0,1,0,0,0,0
80000,79108,3200,0,0,0,1,1,0,0,0
10000,10119,3000,0,0,0,0,1,0,0,0
200000,10529,1940,25513,0,0,0,0,0,0,0
50000,51068,0,3154,0,0,1,0,0,0,0
140000,100448,5450,4200,0,0,0,0,0,0,0
340000,76786,39749,15000,0,0,0,0,0,0,0
220000,205130,9975,19254,1,0,0,0,1,1,1
80000,80461,37,2122,0,0,1,0,0,1,1
20000,12188,1220,1533,0,0,0,0,0,0,1
500000,25334,6867,2929,0,0,0,0,0,0,0
100000,7828,430,0,0,0,1,1,1,0,0
150000,-7,4429,367,0,0,0,0,0,0,0
360000,160317,4700,4800,0,0,0,0,0,0,0
60000,57694,2800,3000,0,0,0,0,0,0,0
500000,1895,1086,740,0,0,0,0,0,0,0
270000,2016,2000,2500,0,0,0,0,0,0,0
230000,74664,3000,10000,0,0,0,0,0,0,0
160000,140225,5211,5000,0,0,0,0,0,0,0
20000,14554,1260,1600,0,0,0,0,0,0,0
230000,131887,5005,5007,0,0,0,0,0,0,0
50000,33239,6010,5008,0,0,0,0,0,0,0
500000,7593,8677,0,0,0,0,0,0,0,0
80000,71165,2700,5800,1,0,0,0,1,1,0
50000,45555,1968,1843,0,0,0,0,0,0,1
20000,20832,0,1289,0,0,1,0,0,0,0
200000,6549,9421,14068,0,0,0,0,0,0,0
100000,39000,1900,1900,0,0,0,0,0,0,0
390000,169658,8000,8000,0,0,0,0,0,0,0
450000,3004,5971,3712,0,0,0,0,0,0,0
10000,7229,0,2035,0,0,1,1,0,1,1
270000,18465,3022,1000,0,0,0,0,0,0,0
190000,137502,6112,4202,0,0,0,0,0,0,0
30000,32751,1600,2000,0,0,0,0,0,0,0
360000,23088,12000,8598,0,0,0,0,0,0,0
50000,19969,8000,3302,0,0,0,0,0,0,0
240000,10839,10000,3500,0,0,0,0,0,0,0
150000,144614,6700,3764,0,0,0,0,0,0,0
150000,143650,0,0,0,0,0,0,0,0,0
20000,17682,1500,1500,0,0,1,0,0,0,0
50000,390,0,672,0,0,0,0,0,0,1
40000,38491,3000,2000,0,0,0,0,0,0,0
20000,16688,2300,0,0,0,1,0,1,0,1
150000,0,0,0,0,0,0,0,0,0,0
50000,1079,7651,0,0,0,0,1,0,0,0
50000,-42,26309,26479,0,0,0,0,0,0,1
50000,2165,15000,20300,0,0,0,0,0,0,1
50000,7198,1500,1000,0,0,0,0,0,0,1
200000,75203,4000,4000,0,0,0,0,0,0,0
200000,157131,13500,6000,1,0,1,1,1,1,1
120000,117738,5820,5670,0,0,0,0,0,0,0
90000,18978,2000,3000,1,0,0,0,0,1,1
30000,784,390,7480,0,0,0,0,0,0,0
70000,2343,15000,4000,0,0,0,0,0,1,0
490000,2779,22595,762,0,0,0,0,0,0,0
50000,2522,13196,2866,0,0,0,0,0,0,0
320000,235477,11000,8600,0,0,0,0,0,0,0
50000,12884,2000,0,0,0,1,1,0,0,1
140000,2229,15980,0,0,0,0,0,0,0,1
500000,27891,8982,385228,0,0,0,0,0,0,0
500000,7285,28730,14587,0,0,0,0,0,0,0
50000,48559,2573,2000,0,0,0,0,0,0,0
170000,3062,112000,6000,0,0,0,0,0,0,0
130000,23997,3440,941,0,0,0,1,1,1,1
150000,3081,5000,1000,0,0,0,1,0,0,0
50000,43875,2200,2000,0,0,0,0,0,0,0
410000,231152,12000,10000,0,0,0,0,0,0,0
60000,52176,2000,2000,0,0,0,0,0,0,0
150000,29169,1000,15000,0,0,0,0,0,0,0
260000,690,2500,0,0,0,0,0,0,0,0
230000,0,0,0,0,0,0,0,0,0,0
50000,24282,1500,1500,0,0,0,0,0,1,0
230000,61580,2862,1462,0,0,0,0,0,0,0
280000,235635,7665,6497,0,0,0,0,0,0,0
500000,4410,2681,2547,0,0,0,0,0,0,0
30000,29723,2000,2000,0,0,0,0,0,0,0
330000,298644,13000,13000,0,0,0,0,0,0,0
180000,181624,9021,6126,0,0,0,0,0,0,0
30000,29774,1800,0,0,1,1,1,0,0,1
200000,1801,9556,60025,0,0,0,0,0,0,0
80000,52456,11500,3000,0,0,0,0,0,0,0
80000,31780,2000,2000,0,0,0,0,0,0,1
100000,3904,400,931,0,0,0,0,0,0,0
300000,0,0,0,0,0,0,0,0,0,0
240000,0,222,1900,0,0,0,0,0,0,1
50000,12515,9115,1198,0,0,0,0,0,0,1
50000,35415,6960,0,0,0,0,1,0,0,0
100000,17565,3183,0,0,0,0,1,1,1,0
110000,84965,3280,2913,0,0,0,0,0,0,0
180000,23820,2005,2000,0,0,0,0,0,0,0
140000,140881,8140,8000,0,0,0,0,0,0,0
80000,77701,2000,2800,0,0,0,0,0,0,0
90000,17018,3692,5037,0,0,0,0,0,0,0
90000,37681,1519,5035,1,0,0,0,0,0,1
240000,188983,7106,12014,0,0,0,0,0,0,0
150000,-200,0,1800,0,0,0,0,0,0,0
240000,153062,7000,8000,0,0,0,0,0,0,0
80000,78562,2100,2100,0,0,0,0,0,0,0
110000,28383,0,2000,1,0,1,1,1,1,0
120000,22033,2400,1000,0,0,0,1,0,0,0
360000,18186,9548,11624,0,0,0,0,0,0,0
150000,175348,9304,2921,0,0,0,0,0,0,0
80000,2783,1200,21000,0,0,0,0,0,0,0
140000,192182,0,6500,0,1,0,0,1,0,1
50000,15090,1577,1300,0,0,0,0,0,0,0
20000,17216,900,1200,0,0,1,0,0,0,0
240000,21409,1000,194043,0,0,0,0,0,0,0
50000,47754,2280,1500,0,0,0,0,0,0,0
380000,319243,150039,30031,0,0,0,0,0,0,0
30000,1659,1473,390,0,0,0,0,0,0,0
50000,23781,1800,900,0,0,1,1,1,0,0
160000,2511,2242,6745,0,0,0,0,0,0,1
50000,49170,2009,2500,0,0,0,0,0,0,0
80000,34620,2000,5200,0,0,0,0,1,1,0
70000,70736,3000,2200,0,0,1,1,1,0,1
200000,187889,8000,8000,0,0,0,0,0,0,0
100000,110946,0,0,0,1,0,0,1,0,1
180000,21564,0,2100,1,0,1,0,0,0,1
360000,45421,68536,47427,0,0,0,0,0,0,0
230000,834,0,667,0,0,0,0,1,0,0
190000,210612,7496,9144,0,0,0,0,0,0,0
260000,122423,5940,6000,0,0,0,0,0,0,0
30000,4471,1500,0,0,0,1,1,0,0,0
150000,0,0,0,0,0,0,0,0,0,0
80000,0,7400,0,0,0,0,0,0,0,0
80000,81562,11,3500,1,0,1,1,1,0,1
180000,1242,0,0,0,0,0,0,0,0,0
350000,-2,0,0,0,0,0,0,0,0,0
200000,1120,1100,0,0,0,0,1,0,0,0
140000,24050,50000,3000,0,0,0,0,0,0,0
20000,2652,1200,1500,0,0,0,0,0,0,1
20000,18558,2400,0,0,0,1,0,1,1,1
220000,34339,1294,2000,0,0,0,0,0,0,0
290000,170422,7594,0,0,0,1,1,1,1,1
80000,29676,1513,1527,0,0,0,0,0,0,0
16000,4577,0,1089,1,0,1,0,0,0,0
100000,82308,3261,3307,0,0,0,0,0,0,0
390000,200612,8315,6839,0,0,0,0,0,0,0
550000,83707,3023,5070,0,0,0,0,0,0,0
80000,81358,3126,3391,0,0,0,0,0,0,0
150000,12365,53444,20144,0,0,0,0,0,0,0
20000,7286,1006,780,0,0,0,0,0,0,0
20000,20000,1685,0,0,0,0,0,0,0,0
100000,2038,11386,1665,0,0,0,0,0,0,0
30000,300,0,0,1,0,1,1,1,1,1
80000,33590,2079,1200,0,0,0,0,0,0,0
30000,27274,0,3000,1,0,1,1,1,1,1
140000,390,390,390,0,0,0,0,0,0,0
200000,180461,8300,10000,0,0,0,0,0,0,0
290000,255049,9006,8507,0,0,0,0,0,0,0
50000,96234,1052,1270,0,0,0,0,0,0,0
260000,0,0,355,0,0,0,0,0,0,0
60000,24608,1400,1500,0,0,0,0,0,0,0
280000,212968,237000,150000,0,0,0,0,0,0,0
100000,10672,2355,0,0,0,0,1,0,0,0
290000,284990,10000,25000,0,0,0,0,0,0,0
50000,10644,2000,2500,0,0,0,0,1,0,0
150000,131027,6600,16200,0,0,0,0,1,1,0
390000,48417,2000,97472,0,0,0,0,0,0,0
180000,161186,10000,8000,0,0,0,0,0,0,0
290000,0,166,2462,0,0,0,0,0,0,1
180000,22387,1500,1500,0,0,0,0,0,0,0
80000,14401,4374,15037,0,0,0,0,0,0,0
450000,72517,0,6281,0,0,0,0,0,0,0
20000,20009,1700,1600,0,0,0,0,0,0,0
80000,31443,1800,1621,0,0,0,0,0,0,0
100000,87656,5000,4300,0,0,0,0,0,0,0
70000,58665,6852,2010,0,0,0,0,0,0,0
330000,217148,7849,7919,0,0,0,0,0,0,0
200000,1488,2505,5268,0,0,0,0,0,0,0
30000,27748,1500,1500,0,0,0,0,0,1,0
200000,2500,0,0,1,0,1,1,1,1,1
80000,5060,0,3885,0,0,0,0,0,0,0
340000,68616,7355,10012,0,0,0,0,0,0,0
20000,17091,3000,3006,0,0,0,0,0,0,1
130000,126509,6000,6000,1,0,0,0,0,0,0
400000,115506,10000,20009,0,0,0,0,0,1,0
200000,34391,1507,1427,0,0,0,0,0,0,0
80000,4762,1000,1970,0,0,0,0,0,0,0
50000,26979,1328,1298,0,0,0,0,0,0,0
30000,19783,1500,1668,0,0,0,0,0,0,0
70000,31377,6000,1125,0,0,0,1,0,0,0
500000,3933,5954,39373,0,0,0,0,0,0,0
80000,6544,4924,1990,0,0,0,0,0,0,0
120000,94166,3500,2347,0,0,0,0,0,0,0
390000,17794,6000,5000,0,0,0,0,0,0,0
30000,28889,2002,1025,0,0,0,0,0,0,0
70000,6749,64626,3000,0,0,0,0,1,0,0
140000,115940,10000,1000,0,0,0,0,0,0,0
30000,52636,3164,1615,0,0,0,0,0,0,0
190000,0,0,2251,0,0,0,0,0,0,0
270000,117705,8000,5000,0,0,0,1,0,0,0
290000,184910,4166,3400,0,0,0,0,0,0,1
50000,1972,2500,0,0,0,0,0,0,0,1
200000,30689,5003,5000,0,0,0,0,0,0,0
30000,5807,1600,1000,0,0,0,1,0,0,0
150000,46625,30151,40104,0,0,0,0,0,0,0
30000,2946,0,390,0,0,0,0,0,0,1
500000,33348,90889,42398,0,0,0,0,0,0,0
20000,17229,1300,2180,0,0,0,0,1,0,0
50000,22446,0,1698,0,0,1,0,0,0,0
280000,110550,6600,4700,1,0,1,1,1,1,0
80000,0,1248,416,0,0,0,0,0,0,0
200000,0,0,6331,0,0,0,0,0,0,0
30000,27331,2000,2000,0,0,0,0,0,0,0
30000,22280,1748,1310,0,0,0,0,0,0,0
380000,2661,2022,1823,0,0,0,0,0,0,0
260000,164351,7000,5115,0,0,0,0,0,0,0
50000,50043,1000,2000,0,0,1,0,0,0,0
90000,99905,3763,5150,0,0,0,0,0,0,0
20000,15919,1570,0,0,0,1,1,0,0,0
10000,-2000,4475,2000,0,0,0,0,0,0,0
400000,0,0,1228,0,0,0,0,0,0,0
300000,2081,1925,1656,0,0,0,0,0,0,0
150000,1072,1321,3271,0,0,0,0,0,0,0
50000,51444,2000,1500,0,0,0,0,0,0,0
100000,101827,0,3927,1,0,1,0,0,0,1
150000,0,0,0,0,0,0,0,0,0,1
110000,111576,4100,3680,0,0,0,0,0,0,0
100000,106750,3004,47000,0,0,0,0,0,0,0
50000,21460,1300,1200,0,0,0,0,0,0,1
80000,6228,589,390,0,0,0,0,0,0,0
210000,4576,1837,141555,0,0,0,0,0,0,0
140000,137730,4990,4975,0,0,0,0,0,0,1
240000,8862,3220,0,0,0,0,0,0,0,0
110000,48120,5000,2000,0,0,0,0,0,0,0
100000,2422,894,0,0,0,0,0,0,0,0
50000,17961,1700,1600,0,0,0,0,0,0,0
90000,82164,2926,3571,0,0,0,0,0,0,0
150000,26739,7000,2500,0,0,0,0,0,0,0
100000,29778,1600,1200,1,0,1,1,1,1,1
140000,142250,5200,5100,0,0,0,0,0,0,0
230000,172567,7000,6000,0,0,0,0,0,0,0
20000,19223,1293,1397,0,0,0,0,0,0,1
230000,14887,10000,30000,0,0,0,0,0,0,0
150000,3627,0,0,0,0,0,0,0,0,1
20000,10534,1300,1305,0,0,0,0,0,0,0
120000,27666,1500,2000,0,0,0,0,0,0,0
30000,24921,2000,0,0,0,1,1,1,0,1
220000,59932,0,2421,0,0,1,0,0,0,0
250000,9146,10957,4614,0,0,0,0,0,0,0
80000,11460,5000,0,0,0,0,0,0,0,0
60000,57392,4400,304,0,0,0,1,0,0,0
130000,0,0,306,0,0,0,0,0,0,0
400000,145801,6100,26621,0,0,0,0,0,0,0
150000,103227,3900,5450,0,0,0,0,0,0,0
230000,316,316,2310,0,0,0,0,0,0,1
70000,75894,10004,3012,0,0,0,0,0,0,0
50000,47407,2039,1400,0,0,0,0,0,0,0
90000,380,2132,0,0,0,0,0,0,0,0
30000,27838,3330,0,0,0,0,1,0,0,0
30000,26319,1800,1100,0,1,1,1,1,1,0
250000,1245,712,0,0,0,0,0,0,0,0
30000,-1,605,0,0,0,0,0,0,0,0
150000,929,0,0,0,0,0,0,0,0,0
400000,24478,10846,53383,0,0,0,0,0,0,0
30000,20533,2000,2000,0,0,0,0,0,0,1
270000,3095,2340,0,0,0,0,0,0,0,0
360000,303,0,0,0,0,0,0,0,0,0
80000,82628,2500,2404,1,0,0,0,0,0,1
70000,14320,1600,1500,0,0,0,0,0,0,0
50000,41897,4000,2000,0,0,0,0,0,0,0
220000,142846,6000,7000,0,0,0,0,0,0,0
70000,56626,2800,5000,0,0,0,0,1,0,1
340000,250571,9125,11750,0,0,0,0,0,0,0
20000,390,0,1170,0,0,0,0,0,0,0
300000,139578,6000,4500,0,0,0,0,0,0,0
180000,0,0,432,0,0,0,0,0,0,0
60000,-64,0,0,0,0,0,0,0,0,0
160000,157818,7500,5800,1,0,1,1,1,1,1
50000,50148,2064,2005,0,0,0,0,0,0,0
100000,1669,710,1824,0,0,0,0,0,0,0
60000,2970,430,430,0,0,0,0,0,0,0
30000,26725,2000,2000,0,0,0,0,0,0,0
500000,13284,17311,81938,0,0,0,0,0,0,0
20000,18126,1347,1268,0,0,0,0,0,0,0
50000,35131,5582,836,0,0,0,0,0,0,0
180000,174635,8155,8199,0,0,0,0,0,0,0
90000,19204,2000,2000,0,0,0,0,0,0,0
150000,37794,2000,2000,0,0,0,0,0,0,0
30000,30003,1643,1420,0,0,0,0,0,0,0
130000,13513,1000,2522,0,0,0,0,0,0,0
80000,0,0,0,0,0,0,0,0,0,0
210000,206409,8546,7542,0,0,0,0,0,0,0
530000,439330,17045,14089,0,0,0,0,0,0,0
360000,3551,0,0,0,0,0,1,0,0,1
140000,134183,8144,6812,0,0,0,0,0,0,0
20000,19618,1451,1141,1,0,0,0,0,0,0
200000,316,316,316,0,0,0,0,0,0,0
40000,39092,1967,3300,0,0,0,0,1,0,1
200000,60225,4119,5000,0,0,0,0,0,0,0
90000,101023,3580,13000,0,0,0,0,0,0,0
410000,278405,13000,10515,0,0,0,0,0,0,0
170000,77795,5000,20000,0,0,0,0,0,0,0
230000,89299,5000,5000,0,0,0,0,0,0,0
210000,1631,1024,1520,0,0,0,0,0,0,0
200000,7468,30035,10008,0,0,0,0,0,0,0
50000,43099,0,2000,0,0,1,0,0,0,0
130000,83521,3087,3059,0,0,0,0,0,0,0
210000,24708,1995,21067,0,0,0,0,0,0,0
130000,42946,1676,1682,0,0,0,0,0,0,0
80000,66053,3000,2500,0,0,1,1,1,1,0
360000,15000,0,0,0,0,0,0,0,0,0
500000,9615,1054,177080,0,0,0,0,0,0,0
60000,390,390,390,0,0,0,0,0,0,1
160000,8218,1216,1000,0,0,0,0,0,0,0
50000,47076,2617,2463,1,0,0,0,0,0,1
50000,19374,1346,2664,0,0,0,0,1,0,0
360000,256324,12009,9530,0,0,0,0,0,0,0
30000,0,0,0,0,0,0,0,0,1,0
20000,226,0,4294,0,0,1,0,1,0,0
360000,37736,1174,1100,0,0,0,0,0,0,1
50000,6608,2000,2000,0,0,0,0,0,0,0
460000,7677,21958,4052,0,0,0,0,0,0,0
20000,19318,0,2480,0,0,1,1,1,0,0
330000,-208,416,125755,0,0,0,0,0,0,0
200000,0,0,1000,0,0,0,0,0,0,0
50000,50965,1101,1500,1,0,1,1,1,0,1
50000,7052,2003,7000,0,0,0,0,0,0,0
50000,-22,3000,0,0,0,0,0,0,0,0
270000,1138,11921,329,0,0,0,1,0,0,0
200000,7770,5846,200,0,0,0,0,0,0,0
300000,199801,5017,3200,0,0,0,0,0,0,0
50000,-1,0,0,0,0,0,0,0,0,0
250000,296963,8000,7400,0,0,0,0,0,0,1
400000,201800,9150,0,0,0,0,0,0,0,0
360000,119138,20006,25006,0,0,0,0,0,0,0
120000,122842,6500,6100,0,0,0,0,0,0,1
50000,19169,1341,1353,1,0,0,0,0,0,1
340000,0,0,0,0,0,0,0,0,0,0
180000,98535,3977,6516,0,0,0,0,0,0,0
50000,-1971,53267,1835,0,0,0,0,0,0,0
150000,111880,4000,3700,0,0,0,0,0,0,0
100000,97031,3500,0,1,0,1,1,1,1,1
200000,0,1732,828,0,0,0,0,0,0,0
160000,8460,0,0,0,0,0,0,0,0,0
50000,44258,2489,1384,0,0,0,0,0,0,0
150000,40548,2000,1800,0,0,0,0,0,0,0
50000,0,0,0,0,0,0,0,0,0,0
220000,126695,4000,5500,0,0,0,0,0,0,0
30000,11851,2762,0,1,0,1,1,1,1,1
30000,25369,1700,1600,1,0,0,0,0,0,1
50000,18599,1321,1278,0,0,0,0,0,0,0
160000,25590,4000,0,0,0,0,1,0,0,0
180000,0,48544,17700,0,0,0,0,0,0,0
190000,158416,6004,5148,0,0,0,0,0,0,0
480000,106660,302000,66270,0,0,0,0,0,0,0
270000,25343,20000,5000,0,0,0,0,0,0,0
200000,162,536,0,0,0,0,0,0,0,0
80000,780,259,7544,0,0,0,0,0,0,1
410000,3827,10534,29750,0,0,0,0,0,0,0
50000,2823,0,1760,0,0,1,0,0,0,1
50000,2389,1064,1073,0,0,0,0,0,0,0
210000,980,0,650,0,0,0,0,0,0,1
20000,16196,1600,1700,0,0,0,0,0,0,0
150000,109835,5500,5300,0,0,0,0,0,0,0
130000,2576,0,6000,0,0,1,0,0,0,1
200000,121830,3311,3400,0,0,0,0,0,0,0
110000,106963,5023,3900,0,0,0,0,0,0,0
180000,2743,0,0,0,0,0,0,0,0,1
300000,10920,3939,11082,0,0,0,0,0,0,0
360000,27,185,0,0,0,0,0,0,0,0
380000,3745,745,1180,0,0,0,0,0,0,0
360000,2868,0,0,0,0,0,0,0,0,1
80000,8598,9467,0,0,0,0,0,0,0,1
350000,181212,6046,157181,0,0,0,0,0,0,0
20000,21501,1674,2200,0,0,0,0,1,0,0
320000,227927,10000,10000,0,0,0,0,0,0,0
90000,86200,2500,1000,0,0,0,0,0,0,0
40000,32540,14163,20000,0,0,0,0,0,0,1
50000,46616,2005,5000,0,0,0,0,0,0,0
210000,4055,114482,20176,0,0,0,0,0,0,0
30000,30078,87,2002,0,1,1,0,0,1,0
310000,0,113,200,0,0,0,0,0,0,1
280000,1616,1198,494,0,0,0,0,0,0,0
280000,99755,3000,3007,0,0,0,0,0,0,0
260000,1381,493,493,1,0,0,0,0,0,0
90000,-1750,79786,2836,0,0,0,0,0,0,0
280000,11797,6231,0,0,0,0,0,0,0,0
360000,2500,0,0,0,0,1,1,0,0,0
30000,13257,1300,0,1,0,1,1,1,1,1
380000,379080,13000,9500,0,0,0,0,0,0,0
80000,42080,0,2200,0,1,1,0,0,0,0
50000,45708,3900,0,1,0,1,1,1,1,1
280000,449,12611,0,0,0,0,0,0,0,0
120000,26446,2000,600,1,0,1,1,1,1,1
180000,63444,3000,4000,0,0,0,0,0,0,0
380000,2989,3742,3012,0,0,0,0,0,0,0
110000,30961,1700,4000,0,0,0,0,1,0,0
50000,1149,1424,1256,0,0,0,0,0,0,0
200000,0,0,0,0,0,0,0,0,1,0
200000,25929,1582,21133,0,0,0,0,0,0,0
150000,27329,20228,10036,0,0,0,0,0,0,0
60000,58078,2354,2538,0,0,0,0,0,0,1
200000,155768,7325,7470,0,0,0,0,0,0,0
90000,63426,2700,2500,1,0,0,0,0,0,1
150000,1758,468,2988,0,0,0,0,0,0,0
20000,9126,0,2400,0,0,1,1,0,1,1
150000,112391,5000,4000,0,0,0,0,0,0,0
180000,16953,1000,11153,0,0,0,0,0,0,0
470000,23747,1116,0,0,0,0,0,0,0,0
30000,21767,3363,0,1,0,1,1,1,1,1
20000,8266,2313,0,0,0,0,1,0,0,0
400000,14421,8911,13025,0,0,0,0,0,0,0
210000,15663,1500,1006,0,0,0,0,0,0,0
120000,77468,3000,3000,1,0,1,1,1,1,1
160000,-1582,5624,0,0,0,0,0,0,0,0
200000,6242,1776,3598,0,0,0,0,0,0,0
160000,9640,0,0,0,0,0,0,0,0,0
160000,147333,200,12000,1,0,1,1,1,1,1
250000,179,1540,387,0,0,0,0,0,0,0
140000,7272,1299,1500,0,0,0,0,0,0,0
330000,0,0,0,0,0,0,0,0,0,1
220000,161081,7100,7200,1,0,0,0,0,0,1
30000,13164,0,2905,0,0,1,1,1,1,0
260000,149124,0,6910,0,0,1,0,0,1,1
380000,295543,11000,12602,0,0,0,0,0,0,0
10000,15004,2452,1000,0,0,0,0,0,0,1
190000,181045,8000,7000,0,0,0,0,0,0,0
30000,23819,1553,1033,0,0,0,0,0,0,0
300000,6077,29,3009,0,0,1,0,0,0,0
20000,17062,2850,0,0,0,0,1,0,0,0
20000,17584,3013,1005,0,0,0,0,0,0,0
80000,37990,2400,15674,0,0,0,0,0,0,0
240000,225312,8000,7400,0,0,0,0,0,0,0
90000,14692,1269,1280,0,0,0,0,0,0,0
100000,98944,4000,5000,0,0,0,0,0,0,0
320000,802,4929,2064,0,0,0,0,0,0,0
360000,2500,0,0,1,0,1,0,0,0,0
180000,2826,2000,200,0,0,1,1,0,0,1
300000,15876,4347,0,0,0,0,0,0,0,0
20000,-9,0,913,0,0,0,0,0,0,0
270000,29951,1300,1533,0,0,0,0,0,0,0
20000,19437,1337,2000,0,0,0,0,0,0,0
360000,39685,1600,3019,0,0,0,0,0,0,0
120000,50441,2000,1361,0,0,0,0,0,0,0
130000,129150,5300,5400,0,0,0,0,0,0,0
60000,54920,1726,1502,0,0,0,0,0,0,0
60000,46064,2000,1805,0,0,0,0,0,0,0
120000,1769,390,390,0,0,0,0,0,0,0
130000,92457,6000,5000,0,0,0,0,0,0,0
360000,460,460,460,0,0,0,0,0,0,0
10000,6217,5112,5400,0,0,0,0,0,0,0
120000,600,0,0,0,0,0,0,0,0,0
60000,61103,3000,2746,1,0,1,1,1,0,1
240000,2500,0,0,1,0,1,1,1,0,1
160000,137695,12121,0,0,0,0,1,0,0,0
200000,0,138,0,0,0,0,0,0,0,0
300000,0,0,150,0,0,0,0,0,0,0
100000,780,0,390,0,0,0,0,0,0,0
280000,217773,8155,10048,0,0,0,0,0,0,0
190000,11613,10000,10000,0,0,0,0,0,0,0
50000,17613,1298,0,0,0,1,1,1,1,0
210000,31570,2000,2000,0,0,0,0,0,0,0
120000,110934,4432,2988,0,0,0,0,0,0,0
140000,1825,0,1264,0,0,0,0,0,0,0
50000,807,0,0,0,0,0,0,0,0,0
150000,2005,2876,16732,0,0,0,0,0,0,0
50000,27101,88,12,0,0,0,1,0,0,0
120000,0,0,0,0,0,0,0,0,0,1
240000,30380,10023,10000,0,0,0,0,0,0,0
20000,1490,3150,10464,0,0,0,0,0,0,0
80000,78913,2900,2329,0,0,0,0,0,0,0
140000,99296,3205,2894,0,0,0,0,0,0,0
50000,28428,2000,1110,0,0,0,0,0,0,0
150000,4181,26034,3182,0,0,0,0,0,0,0
90000,65237,2255,2200,0,0,0,0,0,0,1
640000,192325,4000,4000,0,0,0,0,0,0,0
360000,15285,53751,2879,0,0,0,0,0,0,0
130000,2454,1500,382,0,0,0,0,0,0,0
210000,201324,10646,8601,0,0,0,0,0,0,0
190000,107689,5200,4500,1,0,1,1,1,1,1
150000,1365,0,839,0,0,0,0,0,0,0
10000,3161,390,390,0,0,0,0,0,0,0
30000,9280,2643,3415,0,0,0,0,0,0,1
200000,0,0,0,0,0,0,0,0,0,1
140000,21593,0,2000,0,1,1,0,0,0,1
170000,121009,19078,0,0,0,0,1,0,0,0
20000,6270,2284,0,1,0,1,1,1,0,1
80000,82150,0,0,0,0,0,0,0,0,0
110000,51803,1921,2563,0,0,0,0,0,0,0
150000,147933,3202,20088,0,0,0,0,0,0,0
50000,26342,1547,1251,0,0,0,0,0,0,0
50000,54084,0,2504,1,0,1,0,0,0,0
50000,48607,2100,1500,1,0,0,0,0,0,0
10000,2274,1067,1500,0,0,0,0,0,0,1
280000,17878,2000,30000,0,0,0,0,0,0,1
50000,51614,2000,39,1,0,1,1,0,0,0
10000,9397,1200,1153,0,0,0,0,0,0,0
140000,131292,7000,5820,0,0,0,0,0,0,0
140000,104651,5000,3600,1,0,1,1,1,0,1
300000,193462,6835,7542,0,0,0,0,0,0,0
30000,27330,1500,1517,0,0,1,1,0,0,0
200000,185272,10000,10000,0,0,0,0,0,1,0
270000,33224,52425,27595,0,0,0,0,0,0,1
90000,91458,3137,5094,0,0,0,0,0,0,0
10000,2400,0,0,1,0,1,0,0,0,1
50000,22719,0,1573,1,0,1,0,0,0,0
80000,0,0,988,0,0,0,0,0,0,0
110000,65800,2510,4000,0,0,0,0,0,0,0
370000,6592,4000,192718,0,0,0,0,0,0,0
50000,1678,1200,1322,0,0,0,0,0,0,0
10000,885,1475,780,0,0,0,0,0,0,0
180000,99137,22500,121,0,0,0,1,0,0,0
60000,56998,3601,2000,0,0,0,0,0,0,0
90000,58043,5003,5000,0,0,0,0,0,1,1
120000,0,0,0,0,0,0,0,0,0,0
110000,110800,4404,2826,0,0,0,0,0,0,0
280000,162734,7000,6000,0,0,0,0,0,0,0
200000,7464,22182,7,0,0,0,1,1,0,0
130000,62530,2272,2230,0,0,0,0,0,0,0
200000,61844,0,5000,0,0,1,0,0,1,1
50000,29356,1603,1300,0,0,0,0,0,0,1
30000,1596,0,0,0,0,0,0,0,0,0
230000,13995,28097,23352,0,0,0,0,0,0,0
180000,3920,1020,0,0,0,0,0,0,0,0
220000,129597,20000,8000,0,0,0,0,0,0,0
50000,51400,0,0,0,0,0,0,0,0,0
20000,0,0,0,0,0,0,0,0,0,0
250000,2348,329,5000,0,0,0,0,0,0,0
50000,47384,2194,2151,0,0,0,0,0,0,0
180000,10874,2000,2000,0,0,0,0,0,0,0
320000,36831,28791,13227,0,0,0,0,0,0,0
10000,780,1473,0,0,0,0,1,0,0,1
320000,1345,5458,9579,0,0,0,0,0,0,0
250000,170559,6523,7992,0,0,0,0,0,0,0
30000,20985,0,2403,0,0,1,1,0,1,0
260000,326,652,326,0,0,0,0,0,0,0
130000,122944,6013,5312,0,0,0,0,0,0,0
180000,149069,7500,8000,0,0,0,0,0,0,1
270000,200750,9500,8929,0,0,0,0,0,0,0
80000,36676,2165,2774,0,0,0,0,0,0,0
30000,418,1052,1000,0,0,0,0,0,0,0
100000,101326,0,3500,1,0,1,0,0,1,1
340000,336190,10300,10302,0,0,0,0,0,0,1
210000,207033,9000,5500,0,0,0,0,0,0,0
280000,-5,0,0,0,0,0,0,0,0,0
710000,8471,17330,944,0,0,0,0,0,0,0
50000,42790,1635,1423,0,0,0,0,0,0,0
190000,24873,1807,2000,0,0,0,0,0,0,0
400000,48419,5000,3000,0,0,0,0,0,0,0
110000,1457,745,0,0,0,0,0,0,0,0
20000,16219,1674,1446,1,0,0,0,0,1,1
